Restaurant Name,Cuisines,Average Cost for two,Price range,Aggregate rating
Hungry House Pizzas & More,"Pizza, Fast Food",600,2,3.4
Khana Khajana Da Dhaba,North Indian,450,1,2.9
M.P. Chole Tikki Wala,Street Food,150,1,3.0
Maa Vaishno Shudh Bhojnalaya,North Indian,250,1,3.1
More Than Caf��,Fast Food,400,1,3.0
Public Cafe,"Fast Food, Beverages",450,1,2.6
Sadda Taste,"North Indian, Fast Food, Chinese",450,1,3.1
Sati Restaurant,North Indian,200,1,3.2
Super Cake Shop,Bakery,300,1,2.8
Uncle's Punjabi Rasoi,North Indian,400,1,2.9
Yours Deliciously,"Street Food, Beverages",350,1,2.9
Captain Curry,"North Indian, Chinese",400,1,3.6
Oh My Scoop!,"Ice Cream, Beverages",200,1,3.5
Reena Restaurant,"Chinese, South Indian, North Indian",400,1,3.5
Delight Food,"Italian, Chinese",300,1,0.0
Hungro,"North Indian, South Indian",150,1,0.0
Shiparma Shri,North Indian,100,1,0.0
Shri Adarsh Kulfi,Desserts,150,1,0.0
Simla Bakery,Bakery,150,1,0.0
Swad E Punjab,North Indian,300,1,0.0
Vishnu Ki Rasoi,North Indian,250,1,0.0
Pizza Hut Delivery,"Italian, Pizza, Fast Food",800,2,2.3
Wah Ji Wah,North Indian,500,2,2.0
Chawla's Chic Inn,"North Indian, Mughlai",600,2,2.8
Grill Point,Fast Food,200,1,3.2
Hari Sweets,Mithai,100,1,3.1
Sultanate of Spice,"North Indian, Mughlai",500,2,2.9
Yamu's Panchayat,Street Food,100,1,3.2
Debon,"Raw Meats, North Indian, Fast Food",400,1,3.5
Hot & Sour,Chinese,300,1,3.2
Open Kitchen,"North Indian, Mughlai",600,2,3.0
Truffle Muffle,"Bakery, Desserts",300,1,3.4
Go! Biryani,Biryani,500,2,3.5
Tastee Chauka,North Indian,350,1,3.7
Maharba Chicken Point,"North Indian, Mughlai",300,1,0.0
Sweet Spells,Bakery,200,1,0.0
Foodie,"North Indian, Chinese, Fast Food",500,2,2.8
Lapaalap,North Indian,200,1,3.0
Fresh Food Factory,"North Indian, Chinese",300,1,3.9
Bollycric,"North Indian, South Indian, Chinese",300,1,0.0
The Kitchen Factory,"North Indian, Chinese",300,1,0.0
Caff�� La Poya,"Cafe, Continental, Fast Food, Italian",600,2,3.7
Elixir Health Caf��,"Cafe, Healthy Food, Continental, Italian, Asian",800,2,3.7
Radhey Foodz,North Indian,200,1,3.0
The Kitchen,North Indian,600,2,2.7
Uncle's Treat,Chinese,400,1,3.1
Wow! Momo,Chinese,350,1,2.6
KD's Hunger Point,"North Indian, Chinese",200,1,3.7
Food Town,"Chinese, North Indian, South Indian",250,1,0.0
The Big Chefs,"North Indian, Chinese",500,2,0.0
The Big Scoop,Ice Cream,250,1,0.0
Govinda's Restaurant,"North Indian, South Indian",300,1,3.0
Not Just Dilli,Street Food,450,1,3.2
RollsKing,Fast Food,400,1,3.4
Bunz & Dogz,American,300,1,0.0
Radha Rani Bakery,"Bakery, Desserts",300,1,0.0
Chauhan Vatika,"North Indian, Mughlai, Chinese",500,2,2.8
Frozen Stone,"Fast Food, Beverages",300,1,3.1
Kavita's Restaurant,"North Indian, Mughlai, Chinese",550,2,2.6
Mudrika Food Factory,"North Indian, Mughlai, Chinese",550,2,2.5
Pind Balluchi,"North Indian, Chinese, Mughlai",900,2,2.9
Zaffran- Ikshita's Kitchen,Kashmiri,300,1,3.0
Chaayos,"Cafe, Tea",400,1,3.6
Punjabi Tadka,"North Indian, Mughlai",450,1,3.7
Cafe Krisa,"Bakery, Desserts",300,1,0.0
Chill Grill,Fast Food,500,2,0.0
Dolce Gelato,"Ice Cream, Beverages, Fast Food",300,1,0.0
Maa Ka Khaana,North Indian,200,1,0.0
The Beer Cafe,North Indian,1250,3,0.0
Heaven's Point,Fast Food,100,1,3.0
Kamboj's,"North Indian, Mughlai, Chinese",800,2,2.8
Mexican Pizza,"Pizza, Fast Food",500,2,3.4
Shahenshah,"North Indian, Mughlai, Chinese",500,2,2.9
Snack Chat,"Fast Food, Italian",500,2,3.4
The Amazing Buger's,"Fast Food, Burger",400,1,2.9
The Black Box,"North Indian, Continental",400,1,3.1
Al Bake,"Fast Food, Chinese",450,1,3.7
Asian Fun,Chinese,700,2,3.8
Burnout,"Continental, Mexican, Italian",450,1,3.6
Cafe Fusion,"Cafe, Fast Food",350,1,3.7
Fit Bites,Healthy Food,800,2,3.7
Go Krazy,"Italian, Fast Food",400,1,3.5
Green Restaurant,"North Indian, Chinese, Mughlai",400,1,3.6
Hunger Strike,"Fast Food, North Indian",400,1,3.7
The Munchkart Cafe,"Fast Food, Chinese",350,1,3.8
Thee Pot,"Cafe, Fast Food",400,1,3.7
Waffles and Crepes,"Desserts, Beverages",250,1,3.9
Biryani Vice,"North Indian, Biryani",500,2,0.0
Chinese Chilly Sizzler,Chinese,350,1,0.0
Moonlight Cafe,"Continental, Fast Food, Italian",400,1,0.0
Sugar Ruffles,Bakery,500,2,0.0
Bistro 37,"Fast Food, Chinese",400,1,4.3
Desi Swag,"North Indian, Mughlai",500,2,4.3
Teasta,"Fast Food, Beverages",200,1,4.1
Appu Ghar Express,"Fast Food, Chinese",400,1,2.8
Barista,Cafe,650,2,3.0
Burger King,"Burger, Fast Food",500,2,3.2
Keventers,Beverages,400,1,3.1
Kenny Rogers Roasters,American,1300,3,3.7
McDonald's,"Fast Food, Burger",500,2,3.5
Baskin Robbins,Ice Cream,300,1,0.0
Cafe Buddy's,Fast Food,100,1,0.0
Fusionn Rolls,Chinese,250,1,0.0
Kwality Walls - Happiness Station,Ice Cream,300,1,0.0
Shakti Food & Restaurant,North Indian,300,1,0.0
Domino's Pizza,"Pizza, Fast Food",700,2,2.4
Mr. Brown,"Bakery, Desserts, Fast Food",500,2,4.0
Chef's Bar-Be-Que,"North Indian, Mughlai, Chinese",650,2,3.4
Sen's Sational Xpress Kitchen,"North Indian, Mughlai",600,2,3.0
Shanghai Dreams,Chinese,400,1,3.0
InnerChef,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",500,2,3.3
Antaryami Paratha Corner,North Indian,150,1,0.0
F-all (Food for All),"North Indian, Chinese, Fast Food",400,1,3.4
Green Restaurant,"Chinese, North Indian",250,1,0.0
2 Bros Kitchen,"North Indian, Chinese, Fast Food",600,2,3.2
Baskin Robbins,Ice Cream,300,1,3.3
Big Bone - The Meat Shop,"Raw Meats, Fast Food",350,1,3.1
Biryani House,"Biryani, North Indian",300,1,3.1
China Hot,Chinese,400,1,2.9
City Hut,"North Indian, Chinese",700,2,2.5
Defence Bakery,"Bakery, Fast Food",150,1,3.4
Dhabha 27,"Mughlai, Chinese",500,2,3.2
Faasos,"North Indian, Fast Food",600,2,3.1
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,2.7
JSB Evergreen Cool Point,"North Indian, Chinese, Fast Food, Mithai",450,1,2.9
JSB Evergreen Snack & Sweets,"North Indian, Chinese, Fast Food, Street Food",300,1,3.2
Keventers,Beverages,400,1,2.9
More Than Cafe,"Cafe, Continental, Fast Food",400,1,3.3
Mutfi,"North Indian, Seafood, Bengali",600,2,3.3
Nawabi Mughlai Zaika,"North Indian, Mughlai",550,2,3.2
Ovenstory Pizza,"Pizza, Fast Food",500,2,3.3
ProFit Kitchen,Healthy Food,600,2,3.4
Public Cafe,"Fast Food, Beverages",450,1,2.5
The Chickmunks Express,"Fast Food, Italian, North Indian, Chinese",1300,3,3.0
Time to Tea,"Fast Food, Beverages",350,1,3.4
Twenty Four Seven,"Fast Food, North Indian",300,1,3.0
Virundu,South Indian,300,1,2.8
Be Bhukkad,"North Indian, Mughlai",700,2,3.6
Behrouz Biryani,Biryani,600,2,3.5
Bistro 365,"Cafe, North Indian, Chinese",500,2,3.7
Engineers Da Dhaba,North Indian,400,1,3.6
Hungry Minister,"Continental, Mexican, Fast Food, Chinese",400,1,3.5
Kake Da Hotel,"North Indian, Mughlai",700,2,3.5
Biryani,Biryani,500,2,0.0
C Cube,"American, Italian, North Indian, Chinese",500,2,0.0
Chicago Pizza,Pizza,600,2,0.0
Kettle & Kegs,Tea,200,1,0.0
Keventers,Beverages,400,1,0.0
Keventers,Beverages,400,1,0.0
Navab's,"North Indian, Chinese",900,2,0.0
Nawabi Mughlai Zaika Food Van,"North Indian, Mughlai",350,1,0.0
NS Punjabi Swad,"North Indian, Chinese",300,1,0.0
Pitstop,"North Indian, Mughlai, Mughlai",600,2,0.0
Royal Spice Restaurant,"North Indian, Chinese",600,2,0.0
Sethi's,North Indian,800,2,0.0
Snacks Parties,"Fast Food, Street Food",200,1,0.0
Peshawari Delux Restaurant,"North Indian, Chinese",700,2,2.4
WTF - World's Tastiest Food,"North Indian, Chinese",800,2,2.4
Salato Salad Studio,"Salad, Continental",500,2,4.1
AB Fast N Food,Fast Food,200,1,2.7
Cafe 44,"Continental, Chinese",500,2,3.0
Cafe Onion Rings,"North Indian, Chinese, Fast Food",500,2,2.9
Club 44,North Indian,800,2,3.2
Indian Curry House,"North Indian, Chinese",600,2,3.1
Krunchies,Fast Food,200,1,2.5
Platefull,"North Indian, Chinese",600,2,3.4
Sanghai Food,Chinese,450,1,2.9
Shadev Saini Dhaba,North Indian,200,1,3.0
Wasim Biryani Center,North Indian,400,1,2.8
Hungry - I,"Cafe, Italian, Chinese, Continental",550,2,3.7
Smoking Tikka,"North Indian, Chinese, Fast Food",600,2,3.7
The Fusion Food Stand,"Chinese, Thai, Fast Food",650,2,3.8
44 Grills,"North Indian, Chinese",500,2,0.0
Ammi's Kitchen,Mughlai,400,1,0.0
Bangali Restaurant,"North Indian, Mughlai, Chinese",500,2,0.0
Home Cafe,"Bakery, Fast Food",250,1,0.0
Hot Chilli Food Plaza,"North Indian, South Indian",500,2,0.0
Kanak Kitchen,North Indian,400,1,0.0
Speziato Foods,"North Indian, Mughlai",400,1,0.0
The Golden Spoon,Chinese,250,1,0.0
The Saffron Plant Restaurant,"Chinese, North Indian, Mughlai",700,2,0.0
Zaika Tiffin Center,"North Indian, South Indian",100,1,0.0
#Urban Caf��,"North Indian, Chinese, Italian",650,2,3.3
Baked! Cakes & Desserts,"Bakery, Desserts",350,1,3.3
Quick Grabs,"North Indian, Chinese",550,2,3.1
The Roll Van,"North Indian, Mughlai",500,2,2.9
Balaji Restaurant & Sweets,South Indian,200,1,0.0
Baskin Robbins,Ice Cream,300,1,0.0
Baskin Robbins,Ice Cream,300,1,0.0
Chandu Chat Bhandar,Street Food,150,1,0.0
Foodies Park,"Chinese, North Indian",450,1,0.0
Noida Cakes Online,Bakery,300,1,3.0
The Epicureans,"North Indian, Mughlai, Chinese",650,2,3.4
Bhojanam4u,North Indian,200,1,0.0
Chocadoodledoo,Bakery,500,2,0.0
Chocolate Therapy by Nishi,Bakery,200,1,0.0
Cookie House,Bakery,150,1,0.0
Adhikari Fast Food Corner,"Chinese, Fast Food",400,1,2.8
Amrit's Agni Multi Cuisine Restaurant,"North Indian, Chinese",550,2,2.9
Punjabi Chaska,"North Indian, Mughlai, Chinese",550,2,3.0
The Choco Shop,Bakery,700,2,3.0
The Taste,"Bakery, Fast Food",500,2,3.1
Tibb's Frankie,Fast Food,250,1,3.4
Amazing Burgers,"Burger, Fast Food",300,1,0.0
Kitchen Express,North Indian,200,1,0.0
Domino's Pizza,"Pizza, Fast Food",700,2,2.3
Public Cafe,"Fast Food, Beverages",450,1,2.4
Chocopur,"Bakery, Desserts",500,2,3.0
Sweta Restaurant,North Indian,400,1,3.2
Flames of Tandoor,"North Indian, Mughlai",450,1,3.5
Shaivi's Kitchen,"North Indian, South Indian, Chinese",300,1,0.0
Kuppies,"Bakery, Desserts",250,1,3.8
The Urban Chulha,North Indian,300,1,3.5
Goyal Chhole Kulche Wala,Street Food,100,1,0.0
Cafe Coffee Day,Cafe,450,1,2.7
Choco House,Desserts,450,1,3.4
DCK- Dana Choga's Kitchen,"North Indian, Mughlai",800,2,2.7
Fresh and Fit Ghar Ka Khana,"North Indian, Healthy Food, Rajasthani",400,1,3.1
Hungry Ullu,Fast Food,500,2,3.3
Khidmat,"North Indian, Mughlai, Chinese",750,2,3.4
Lahori Restaurant,"North Indian, Chinese",800,2,2.5
New Chinese Chilli Sizzler,Chinese,400,1,2.7
Nirmala's,"North Indian, Chinese",450,1,3.4
Prime Bakery,"Bakery, Mithai",300,1,3.0
Royal Empire Meat Shop,"Raw Meats, Fast Food",400,1,3.4
Southern Treat,South Indian,500,2,2.8
Subway,"American, Fast Food, Salad, Healthy Food",500,2,2.5
The Chickmunks Caf��,"Fast Food, Cafe, Italian, North Indian, Chinese",550,2,3.2
The FLIP Cafe,"Italian, Continental, North Indian, Chinese",650,2,2.6
Yo! China,Chinese,1300,3,2.5
Gopala,"Mithai, Street Food",250,1,3.6
R.I.P Cafe & Lounge,Cafe,700,2,3.5
Big Biryani,"Biryani, Mughlai",300,1,0.0
Cupcakes & More,"Bakery, Desserts",300,1,0.0
Heavens Food Xprs,"North Indian, Mughlai, Chinese",600,2,0.0
Parul's Cooking Hub,North Indian,450,1,0.0
Republic of Chicken,"Raw Meats, Fast Food",400,1,0.0
Somethings Sweet,Bakery,300,1,0.0
Chawla's�_,"North Indian, Mughlai, Chinese",800,2,2.3
Domino's Pizza,"Pizza, Fast Food",700,2,2.4
Nazeer Foods,"Mughlai, North Indian",600,2,2.3
Night Food Xprs,"North Indian, Chinese",500,2,2.3
Pizza Hut Delivery,"Italian, Pizza, Fast Food",800,2,2.3
The Caspian,"North Indian, Chinese",1300,3,2.4
The Noodle Box Co.,"Chinese, Thai, Asian",750,2,2.4
WTF - World's Tastiest Food,"North Indian, Chinese",800,2,2.4
Biryani By Kilo,"Biryani, Mughlai",700,2,4.1
Kalpak Restaurant & Cafe,"North Indian, Chinese",1300,3,4.3
Theos,"Desserts, Bakery, Fast Food",500,2,4.1
Aamantran Bangla,"Bengali, North Indian",650,2,2.7
Chung-Fu,Chinese,350,1,3.0
Paco Meals,"North Indian, Chinese, Fast Food",150,1,2.8
Reena Restaurant,"North Indian, Chinese, South Indian",350,1,2.7
Sanskriti Foods,"North Indian, Chinese",650,2,3.1
Biryani Vice,"North Indian, Biryani",500,2,3.6
Dietwholic,"Healthy Food, North Indian, Chinese, Continental",600,2,3.7
Goldenplates,"North Indian, Mughlai, Chinese, Fast Food",600,2,3.6
Mishti's Kitchen,"Chinese, Mughlai",550,2,3.6
Shahenshah,"North Indian, Mughlai, Chinese",500,2,3.5
Ayush Chicken Point,"North Indian, Mughlai, Chinese",450,1,0.0
Baby Got Bacon,"American, Italian",500,2,0.0
Better Butter Chicken,North Indian,500,2,0.0
Black Pepper,"North Indian, Chinese, Mughlai",500,2,0.0
Chandni Chowk 2 China,"North Indian, Chinese",400,1,0.0
Choco N Lush,"Bakery, Desserts",500,2,0.0
Friend's Restaurant,"North Indian, Chinese",500,2,0.0
Ghar Ka Khana,North Indian,150,1,0.0
Ghar Ka Swad,"North Indian, Chinese",400,1,0.0
Kake Da Dhaba,"Awadhi, North Indian",300,1,0.0
Knight Kitchens,"North Indian, Fast Food, Chinese",450,1,0.0
Lucknow Heritage,Lucknowi,400,1,0.0
Momos Box,"Tibetan, Street Food",100,1,0.0
Raging Bull - The Spicy Punch,"Mexican, Italian",500,2,0.0
Second Home,"Chinese, North Indian",800,2,0.0
The Big Buddha Grill,"Cafe, Mexican",550,2,0.0
Whatslife.in,"North Indian, Chinese",500,2,0.0
Slice of Italy,"Italian, Pizza, Bakery",700,2,2.3
Bebbe Da Degh,North Indian,800,2,3.2
Chauhan Hotel,North Indian,150,1,2.9
52 Food Express,"North Indian, Chinese",300,1,0.0
Delicious Treasure,North Indian,300,1,0.0
Shiv Murti Hotel,North Indian,200,1,0.0
Kaka Ji Restaurant,"North Indian, Mughlai",800,2,2.9
Lazzez's,"North Indian, Mughlai, Chinese, Raw Meats",600,2,2.9
Mithaas Sweets,"North Indian, Chinese, South Indian, Mithai",650,2,3.1
Mithaas,"North Indian, Chinese, South Indian, Mithai",650,2,3.2
Tandoori Corner,"North Indian, Mughlai, Chinese",500,2,2.6
Culinate,"Continental, Fast Food, Asian, Italian",500,2,3.8
Haaochi,Chinese,600,2,3.5
Bake Walkers,"Bakery, Desserts",300,1,0.0
Chacha Food Street,"North Indian, Chinese",400,1,0.0
DudeFood,North Indian,350,1,0.0
Indian Special Hot Momos,Chinese,50,1,0.0
Kesarwa Bakez,Bakery,500,2,0.0
Om Bikaner Sweets,Mithai,150,1,0.0
Sadda Adda 2 Cafe & Lounge,Cafe,300,1,0.0
The Backyard Chef,North Indian,300,1,0.0
Veer Jee,North Indian,250,1,0.0
VP ki Kitchen,"North Indian, Mughlai, Chinese",400,1,0.0
Flying Cakes,Bakery,350,1,2.1
Taste In Box,"North Indian, Chinese",500,2,2.3
Snacks Point,Chinese,150,1,2.9
Sector 55 China Town,Chinese,300,1,0.0
B Tamang Chineese,Chinese,300,1,2.9
Foodelicious,"North Indian, Chinese, Mughlai",500,2,3.1
The Cake Masters,"Bakery, Desserts",500,2,2.5
Food Hut,North Indian,150,1,0.0
South Indian Snacks Stall,South Indian,200,1,0.0
Twenty Four Seven,"Fast Food, North Indian",300,1,0.0
Barista,Cafe,650,2,3.0
Barista,Cafe,650,2,2.9
The Gourmet Shack,"Continental, American",600,2,3.3
"Vanshika Indian, Chinese, & Parantha Corner","Chinese, North Indian",300,1,3.1
Yes Bosz Food Plaza,"North Indian, Chinese",400,1,2.7
A1 Restaurant,North Indian,500,2,0.0
Aggarwal Sweets India,"Mithai, Street Food",150,1,0.0
Chaska Food Hut,"North Indian, Chinese",300,1,0.0
Hasty Tasty Fast Food,"North Indian, Chinese",300,1,0.0
Pihu's Cafe,Fast Food,200,1,0.0
Sanjay Pandit Bhojnalaya,North Indian,150,1,0.0
Sharma Hotel,North Indian,100,1,0.0
Shri G,North Indian,100,1,0.0
Nite Bites,"North Indian, Chinese, Fast Food",650,2,2.7
Shankar Fast Food,"North Indian, Chinese",300,1,2.7
Shivam Fast Food,"North Indian, South Indian, Chinese",350,1,2.9
Yumbo Bites,Fast Food,350,1,3.1
Essen Foods,"North Indian, Mughlai, Chinese",700,2,0.0
L'amore,"Bakery, Desserts, Fast Food",200,1,0.0
SPL Food Corner,"Chinese, North Indian",300,1,0.0
Shree Ganesh M Cafe,South Indian,150,1,3.1
Chauhan Fast Food,"Chinese, North Indian, Fast Food",250,1,0.0
Right for Night,North Indian,200,1,0.0
Whatslife.in,"North Indian, Chinese",500,2,0.0
BakeAffair,"Bakery, Desserts",300,1,3.4
Mirchievous,North Indian,650,2,3.1
Cafe Coffee Day,Cafe,450,1,0.0
Dev Food,"North Indian, South Indian, Chinese",300,1,0.0
Green Vally Chiiness Food,Chinese,300,1,0.0
221 B Baker Street,Bakery,200,1,3.2
Binge Restaurant,"North Indian, Chinese, Continental",1100,3,3.2
Boxmeal,"North Indian, Chinese",400,1,3.0
Brown Town,Bakery,150,1,2.7
Cafe Coffee Day,Cafe,450,1,3.0
Cafe Coffee Day,Cafe,450,1,3.0
Cafe Green Apple,"North Indian, South Indian, Fast Food",400,1,3.2
Cake Mandi,"Bakery, Desserts",500,2,3.2
Chai Thela,Cafe,250,1,3.1
Chinese Chilli Sizzler,Chinese,200,1,2.9
Delhi Biryani Hut,"Biryani, Mughlai",300,1,2.7
Dev's Restaurant & Bar,"North Indian, Mughlai, Chinese",1500,3,3.1
Doggy Style,"Continental, Italian",700,2,3.2
Domino's Pizza,"Pizza, Fast Food",700,2,2.6
Floating Cakes,Bakery,400,1,2.8
Food Brigade,"North Indian, South Indian, Chinese, Fast Food",300,1,3.2
Frequent Bakes,"Bakery, Desserts, Fast Food",350,1,2.5
GreeNox,"Fast Food, Beverages",200,1,3.4
GVP Creations,Bakery,400,1,3.1
Health Buzzz,Healthy Food,350,1,3.2
Hot & Spicy,Chinese,250,1,2.9
Malabar Junction,"South Indian, North Indian, Chinese",500,2,3.3
Masters Caterer,"North Indian, Chinese",400,1,2.9
Meeting Point Corner,Chinese,200,1,2.8
Mithaas Sweets,"North Indian, Chinese, South Indian, Mithai",650,2,2.7
Mom's Canteen,North Indian,200,1,3.0
MS Foods,North Indian,400,1,3.1
Oh Buoy,Chinese,650,2,3.3
Old Tehrii Cafe & Lounge,"North Indian, Chinese, Cafe",1500,3,3.1
Pichli Gali,"North Indian, Chinese, Fast Food",300,1,3.0
Pizza Hut,"Italian, Pizza",1000,3,3.1
Rasoi99,"North Indian, Chinese",800,2,3.2
Republic of Chicken,"Raw Meats, Fast Food",400,1,3.1
Republic's @ Dhaba,"North Indian, Street Food",750,2,2.9
Rolling Beans,South Indian,250,1,2.8
Rollmaal,"Fast Food, North Indian, Chinese",500,2,3.4
Subway,"American, Fast Food, Salad, Healthy Food",500,2,2.5
Swad,"North Indian, Chinese, Continental",900,2,2.8
The Chaiwalas,Cafe,300,1,2.9
The Hunger Cure,"Fast Food, North Indian",600,2,3.0
World Bites,"Chinese, North Indian",500,2,3.4
BunkYard Cafe,"Fast Food, Beverages",400,1,3.5
Chaayos,"Cafe, Tea",400,1,3.5
RollsKing,Fast Food,300,1,3.8
Sandwich King,Fast Food,500,2,3.5
Speedy Chow,"Chinese, Thai",850,2,3.6
Aggarwal Bikaneri Sweets & Restaurant,"Street Food, Mithai",100,1,0.0
Al-Aayat Mughlai Biryani,Biryani,100,1,0.0
Baba Chinese Fast Food,Chinese,250,1,0.0
Cafe Coffee Day,Cafe,450,1,0.0
Cafe Rap,Fast Food,250,1,0.0
Chinese Fast Food Corner,Chinese,250,1,0.0
Chinese Food Corner,Chinese,200,1,0.0
Chinese Hot,Chinese,200,1,0.0
Dial a Cake,"Bakery, Fast Food",400,1,0.0
Doon Dhaba,"North Indian, Chinese",200,1,0.0
Food Weavers,"Chinese, North Indian",350,1,0.0
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,0.0
Hookie Dookie,Cafe,500,2,0.0
Hotel Green View Palace,"North Indian, Chinese, South Indian",700,2,0.0
Hurry Curry Express,"North Indian, Mughlai, Chinese",550,2,0.0
Kesarwa Bakez,Bakery,600,2,0.0
Let's Noodle,Chinese,350,1,0.0
New Dragon Chinese Fast Food  & Paranthey Wala,Chinese,350,1,0.0
New Shahi Chinese Fast Food,Chinese,400,1,0.0
Night Food Delivery,"North Indian, Chinese",500,2,0.0
Rajwana Foods,"North Indian, Chinese",300,1,0.0
Shama Chicken Corner,Mughlai,500,2,0.0
Shiva Shudh Shakahari Bhojnalaya,North Indian,200,1,0.0
Shri Balaji Shudh Vaishno Dhaba,North Indian,200,1,0.0
Southern Santushti Cafe,South Indian,400,1,0.0
Tiffin Man House,North Indian,200,1,0.0
WOW Zaika,North Indian,250,1,0.0
Grand Eatery,"North Indian, Chinese, Mughlai, Fast Food",600,2,2.4
Nathu's Sweets,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",500,2,2.4
Subway,"American, Fast Food, Salad, Healthy Food",500,2,2.4
Chick Chicken Barbeque,"North Indian, Mughlai, Chinese",750,2,2.6
Tiwari Hot Pot,"North Indian, Chinese, South Indian",450,1,2.6
Chaiwaalas,"Fast Food, Beverages",100,1,0.0
Delhi Mughlai Biryani,Biryani,300,1,0.0
Dumpty's,Fast Food,200,1,0.0
Food Passengers,North Indian,250,1,0.0
Hungry Buddies,North Indian,300,1,0.0
Maa Durga Food Corner,North Indian,200,1,0.0
Subhoj,"North Indian, Biryani",350,1,0.0
The Square Meal,"North Indian, South Indian, Chinese",800,2,0.0
Twenty Four Seven,"Fast Food, North Indian",300,1,0.0
Yeoh,"North Indian, Chinese, Italian, Thai",500,2,0.0
South King Restaurant,"South Indian, Chinese",300,1,2.8
Twomato Foods,North Indian,400,1,3.2
Lazeez Foods,"North Indian, Mughlai, Chinese",400,1,0.0
Spicy Punjabi Tadka,North Indian,550,2,0.0
SPL Foods Plaza,"North Indian, Chinese",600,2,0.0
Super Cake Shop,Bakery,300,1,0.0
Bats On Delivery,"North Indian, Fast Food",700,2,2.7
Legacy of Awadh,"North Indian, Mughlai",500,2,3.3
Sweetcake.in,Bakery,300,1,0.0
Hurry Curry,"North Indian, Chinese",500,2,3.1
Thaaliwaalaa.com,North Indian,200,1,2.9
Let's Burrrp,"Chinese, North Indian",400,1,0.0
Annapurna Caterings,North Indian,200,1,0.0
Beyond Food,North Indian,200,1,0.0
Brown Town,Bakery,150,1,0.0
Royal Spice,North Indian,500,2,0.0
Bikaner's,"Mithai, North Indian, Chinese",400,1,2.9
Chilli Zone,"North Indian, Chinese",500,2,3.4
Cold Rock Cafe,"Fast Food, Italian, Desserts, Beverages",350,1,3.3
Cup and Cones,Desserts,150,1,3.1
Desi Spice,"North Indian, Chinese",600,2,3.0
Food Destination,North Indian,400,1,3.0
Gangaur Sweets,"North Indian, South Indian, Chinese, Mithai",500,2,2.7
Handi,"North Indian, Chinese",850,2,2.9
Hungry Inn,"North Indian, Chinese, South Indian",500,2,3.0
Keventers,Beverages,400,1,2.9
La-Cuisine,"North Indian, Chinese",550,2,2.9
Melting Flavours,North Indian,800,2,3.4
Mighty Mughlai,"North Indian, Mughlai, Chinese",450,1,3.2
Mithaas,"North Indian, Chinese, South Indian, Mithai",650,2,2.9
Mood 4 Food,"Street Food, North Indian",150,1,3.1
Northern Bytes,"Kashmiri, Chinese",500,2,3.1
Shahenshah,"North Indian, Mughlai, Chinese",500,2,3.0
Sugar Daddy Bakers,Bakery,350,1,2.7
Swag Sadda Desi,"Fast Food, North Indian",300,1,3.1
The Chinese Hut,"Chinese, Fast Food",400,1,2.9
Wild Chef House,"North Indian, Mughlai",500,2,3.1
Grub Patio,"Cafe, Continental, Italian",600,2,3.7
The Grill @ 76,"North Indian, Mughlai, Chinese",650,2,3.5
Zooby's Kitchen,"North Indian, Mughlai, Chinese",800,2,3.5
4U,"North Indian, South Indian, Chinese",250,1,0.0
